Chromosome	ORF	Promoter	UTR5	Start	End	UTR3	Terminator	End to end?	Tail to Tail?
chrX	YJR038C	Not available 	Not available 	504065	503703	Not available 	Not available 	1	1
chrX	YJR040W	296	43	507739	510078	60	25	1	1
chrX	YJR041C	141	69	513756	510232	192	0	1	1
chrX	YJR042W	26	74	514048	516282	82	35	1	1
chrX	YJR043C	1038	55	517506	516454	112	0	1	1
chrX	YJR044C	192	64	519178	518756	157	1038	0	1
chrX	YJR045C	244	140	521595	519631	197	192	0	0
chrX	YJR046W	232	17	522041	523855	62	954	1	1
chrX	YJR047C	32	30	525374	524901	100	929	1	0
chrX	YJR048W	804	50	526328	526657	892	0	1	1
chrX	YJR049C	0	30	528469	526877	151	19	1	0
chrX	YJR050W	58	12	528690	529397	259	Not available 	0	1
chrX	YJR051W	Not available 	Not available 	529854	531359	72	583	0	0
chrX	YJR052W	583	41	532055	533752	53	Not available 	0	0
chrX	YJR053W	Not available 	Not available 	534020	535744	Not available 	Not available 	0	1
chrX	YJR054W	Not available 	183	536049	537542	128	1092	0	1
chrX	YJR055W	1092	3	538765	539259	69	2275	1	1
chrX	YJR056C	1307	182	542495	541785	122	2401	1	1
chrX	YJR057W	1419	19	544055	544705	71	0	1	0
chrX	YJR058C	414	72	545168	544725	21	0	1	1
chrX	YJR059W	531	60	545780	548236	126	267	0	0
chrX	YJR060W	267	123	548752	549807	590	Not available 	0	0
chrX	YJR061W	Not available 	Not available 	550504	553311	Not available 	Not available 	1	1
chrX	YJR062C	204	5	554842	553469	71	Not available 	1	0
chrX	YJR063W	239	36	555188	555565	137	157	0	1
chrX	YJR064W	157	48	555907	557595	45	146	1	0
chrX	YJR065C	135	16	559151	557802	124	35	1	0
chrX	YJR066W	96	38	559409	566821	107	83	1	1
chrX	YJR067C	0	1	567437	567012	98	55	1	1
chrX	YJR068W	71	30	567636	568697	234	0	1	1
chrX	YJR069C	77	37	569392	568799	124	0	1	0
chrX	YJR071W	Not available 	Not available 	570398	570766	24	136	1	0
chrX	YJR070C	Not available 	Not available 	570591	569614	108	77	0	0
chrX	YJR072C	98	34	572117	570960	29	Not available 	1	0
chrX	YJR073C	34	31	572928	572308	59	98	0	1
chrX	YJR074W	91	10	573088	573744	95	87	0	1
chrX	YJR075W	87	48	573974	575164	199	0	1	0
chrX	YJR076C	378	49	576594	575347	113	22	1	0
chrX	YJR077C	Not available 	48	578183	577248	227	378	0	0
chrX	YJR078W	Not available 	Not available 	578853	580214	Not available 	Not available 	0	1
chrX	YJR079W	Not available 	Not available 	580198	581232	Not available 	Not available 	1	1
chrX	YJR080C	97	36	581609	580425	107	Not available 	1	0
chrX	YJR082C	164	107	582248	581907	165	97	0	0
chrX	YJR083C	0	170	583530	582601	82	164	0	1
chrX	YJR084W	74	40	583726	584997	43	49	1	0
chrX	YJR085C	562	24	585430	585113	44	32	1	0
chrX	YJR086W	564	23	586061	586393	45	Not available 	0	0
chrX	YJR087W	Not available 	Not available 	586393	586743	282	0	1	0
chrX	YJR088C	253	30	587366	586488	106	Not available 	1	1
chrX	YJR089W	117	122	587711	590575	62	209	1	0
chrX	YJR090C	550	19	594320	590865	120	48	1	0
chrX	YJR091C	271	16	598329	595054	165	550	0	1
chrX	YJR092W	201	33	598728	603074	112	0	1	1
chrX	YJR093C	136	86	604199	603216	102	7	1	0
chrX	YJR094C	2457	65	605647	604565	144	136	0	0
chrX	YJR094W-A	2471	39	608301	608854	132	Not available 	0	0
chrX	YJR095W	Not available 	Not available 	609769	610737	Not available 	Not available 	0	0
chrX	YJR096W	Not available 	122	611191	612039	81	239	0	1
chrX	YJR097W	239	50	612409	612927	163	Not available 	1	0
chrX	YJR098C	Not available 	Not available 	615149	613182	Not available 	Not available 	1	0
chrX	YJR099W	Not available 	83	615569	616279	76	0	1	0
chrX	YJR100C	693	62	617327	616344	47	0	1	1
chrX	YJR101W	772	81	618227	619027	145	0	1	0
chrX	YJR102C	804	87	619758	619150	103	0	1	0
chrX	YJR103W	783	103	620747	622441	98	0	1	0
chrX	YJR104C	493	29	623006	622542	48	0	1	0
chrX	YJR105W	484	35	623573	624595	45	144	0	1
chrX	YJR106W	144	46	624830	627007	242	0	0	0
chrX	YJR107W	0	200	627333	628319	361	Not available 	0	0
chrX	YJR108W	Not available 	Not available 	628706	629077	249	164	1	0
chrX	YJR109C	Not available 	89	632935	629579	80	Not available 	1	1
chrX	YJR110W	Not available 	Not available 	633609	635675	Not available 	Not available 	1	1
chrX	YJR111C	211	75	636700	635849	138	Not available 	1	0
chrX	YJR112W	68	118	637024	637629	38	95	0	0
chrX	YJR112W-A	95	22	637784	638162	110	Not available 	1	0
chrX	YJR114W	Not available 	Not available 	638653	639045	180	707	0	0
chrX	YJR113C	Not available 	Not available 	638969	638226	114	0	1	0
chrX	YJR115W	707	4	639936	640445	351	0	0	0
chrX	YJR116W	0	240	640819	641658	109	203	0	0
chrX	YJR117W	203	31	642001	643362	101	0	1	0
chrX	YJR118C	124	63	644095	643484	85	6	1	0
chrX	YJR119C	Not available 	Not available 	646484	644298	16	124	0	0
chrX	YJR120W	Not available 	Not available 	647120	647470	116	Not available 	0	0
chrX	YJR121W	Not available 	Not available 	647601	649136	71	480	0	0
chrX	YJR122W	480	83	649770	651263	61	534	0	0
chrX	YJR123W	534	37	651895	652572	129	142	1	0
chrX	YJR124C	392	43	654232	652886	238	39	1	1
chrX	YJR125C	179	61	655957	654731	64	392	0	1
chrX	YJR126C	Not available 	Not available 	658683	656248	51	179	0	0
chrX	YJR128W	Not available 	Not available 	662915	663274	Not available 	Not available 	1	1
chrX	YJR127C	Not available 	Not available 	663053	658911	45	Not available 	0	1
chrX	YJR129C	65	15	665013	663994	64	Not available 	1	0
chrX	YJR130C	387	64	667131	665212	119	65	0	1
chrX	YJR131W	Not available 	Not available 	667638	669287	56	79	0	1
chrX	YJR132W	79	94	669516	672662	147	86	0	1
chrX	YJR133W	86	90	672985	673614	107	0	1	0
chrX	YJR134C	0	72	675846	673723	79	0	1	0
chrX	YJR135C	49	44	676772	676053	1407	0	0	0
chrX	YJR135W-A	0	22	676965	677228	100	47	1	1
chrX	YJR136C	165	60	678700	677435	181	4	1	1
chrX	YJR137C	882	81	683279	678951	26	165	0	1
chrX	YJR138W	1227	29	684561	689315	319	0	1	0
chrX	YJR139C	Not available 	87	690518	689439	41	54	1	0
chrX	YJR140W-A	Not available 	Not available 	690955	691104	Not available 	Not available 	0	1
chrX	YJR140C	36	63	695690	690744	197	Not available 	1	1
chrX	YJR141W	Not available 	34	695900	696943	111	77	0	0
chrX	YJR142W	77	4	697135	698163	110	0	1	1
chrX	YJR143C	132	67	700608	698320	107	46	1	1
chrX	YJR144W	139	22	700876	701685	69	246	1	0
chrX	YJR145C	Not available 	21	703062	702021	69	245	1	0
chrX	YJR146W	Not available 	Not available 	703879	704232	Not available 	Not available 	0	1
chrX	YJR147W	Not available 	Not available 	704190	705266	348	66	0	1
chrX	YJR148W	66	58	705738	706868	51	Not available 	0	1
chrX	YJR149W	Not available 	Not available 	707154	708368	Not available 	Not available 	1	0
chrX	YJR150C	Not available 	Not available 	709701	708805	Not available 	Not available 	1	1
chrX	YJR151C	Not available 	Not available 	715734	712249	58	Not available 	0	0
chrX	YJR151W-A	Not available 	Not available 	717574	717624	Not available 	Not available 	0	1
chrX	YJR152W	Not available 	193	719660	721291	71	Not available 	0	0
chrX	YJR153W	Not available 	Not available 	722809	723894	Not available 	Not available 	0	0
chrX	YJR154W	Not available 	Not available 	725778	726818	Not available 	Not available 	0	0
chrX	YJR155W	Not available 	368	727399	728265	90	Not available 	1	0
chrX	YJR156C	Not available 	Not available 	729590	728568	Not available 	Not available 	1	1
chrX	YJR157W	Not available 	Not available 	730509	730871	Not available 	Not available 	0	1
chrX	YJR158W	Not available 	Not available 	732434	734137	Not available 	Not available 	0	1
chrX	YJR159W	Not available 	Not available 	736038	737111	Not available 	Not available 	1	0
chrX	YJR160C	Not available 	Not available 	739810	738002	Not available 	Not available 	1	1
chrX	YJR161C	Not available 	Not available 	743993	742842	Not available 	Not available 	0	0
chrX	YJR162C	Not available 	Not available 	745255	744905	Not available 	Not available 	0	1
chrXI	YKL225W	Not available 	Not available 	452	799	Not available 	Not available 	1	0
chrXI	YKL224C	Not available 	Not available 	2182	1811	Not available 	Not available 	1	1
chrXI	YKL223W	Not available 	Not available 	2390	2722	Not available 	Not available 	1	1
chrXI	YKL222C	Not available 	Not available 	5621	3504	Not available 	Not available 	1	-1
chrXI	YKL221W	Not available 	Not available 	6108	7529	Not available 	Not available 	1	1
chrXI	YKL220C	2762	325	11227	9092	272	Not available 	1	0
chrXI	YKL219W	Not available 	Not available 	14485	15708	171	1353	1	0
chrXI	YKL218C	3767	127	18339	17359	200	Not available 	1	0
chrXI	YKL217W	3642	53	22234	24084	1	1101	0	0
chrXI	YKL216W	1101	30	25216	26160	241	371	1	0
chrXI	YKL215C	299	56	30688	26828	163	475	1	0
chrXI	YKL214C	157	56	31694	31083	40	299	0	1
chrXI	YKL213C	131	35	34108	31961	54	157	0	0
chrXI	YKL212W	220	162	34544	36415	270	0	1	0
chrXI	YKL211C	841	72	38154	36700	108	15	1	1
chrXI	YKL210W	862	40	39164	42238	97	15	1	0
chrXI	YKL209C	707	74	46296	42424	149	0	1	0
chrXI	YKL208W	630	83	47158	47973	81	120	0	0
chrXI	YKL207W	120	21	48195	48956	54	0	1	1
chrXI	YKL206C	0	37	49810	49007	46	0	1	0
chrXI	YKL205W	168	28	50052	53354	205	128	0	0
chrXI	YKL204W	128	18	53705	55603	148	167	1	1
chrXI	YKL203C	Not available 	18	63360	55936	55	260	1	1
chrXI	YKL202W	Not available 	Not available 	63822	64403	Not available 	Not available 	1	1
chrXI	YKL201C	Not available 	Not available 	67467	63931	Not available 	Not available 	1	0
chrXI	YKL198C	251	113	70223	68274	151	Not available 	0	1
chrXI	YKL197C	937	9	73870	70739	152	251	0	0
chrXI	YKL196C	104	53	75539	74937	121	937	0	0
chrXI	YKL195W	144	22	75826	77037	130	78	1	0
chrXI	YKL194C	119	18	78651	77263	389	0	1	0
chrXI	YKL193C	133	29	79887	78871	83	119	0	1
chrXI	YKL192C	387	28	80542	80165	116	133	0	0
chrXI	YKL191W	362	20	81040	82644	83	192	0	1
chrXI	YKL190W	192	33	82952	83555	170	863	0	1
chrXI	YKL189W	863	121	84709	85908	136	Not available 	1	1
chrXI	YKL188C	Not available 	Not available 	88791	86230	89	112	1	0
chrXI	YKL187C	Not available 	Not available 	91541	89289	160	Not available 	0	0
chrXI	YKL186C	746	357	93303	92749	87	Not available 	0	0
chrXI	YKL185W	782	332	94504	96270	98	183	0	1
chrXI	YKL184W	183	211	96762	98162	13	Not available 	1	1
chrXI	YKL183C-A	Not available 	Not available 	98612	98400	0	27	1	0
chrXI	YKL183W	Not available 	Not available 	98726	99646	110	599	0	1
chrXI	YKL182W	599	321	100676	106831	87	255	0	1
chrXI	YKL181W	255	148	107321	108604	121	524	0	0
chrXI	YKL180W	524	25	109274	110134	111	215	1	0
chrXI	YKL179C	Not available 	9	112508	110469	92	218	1	0
chrXI	YKL177W	Not available 	Not available 	114361	114699	Not available 	Not available 	1	1
chrXI	YKL178C	Not available 	Not available 	114632	113220	Not available 	Not available 	0	0
chrXI	YKL176C	382	347	117991	115505	36	Not available 	1	0
chrXI	YKL175W	728	43	118798	120309	78	0	1	1
chrXI	YKL174C	136	58	122241	120385	67	0	1	0
chrXI	YKL173W	0	422	122522	125548	87	114	0	0
chrXI	YKL172W	114	15	125764	127047	101	212	0	1
chrXI	YKL171W	212	120	127480	130266	134	164	0	0
chrXI	YKL170W	164	75	130639	131055	138	Not available 	1	0
chrXI	YKL169C	Not available 	Not available 	131073	130690	Not available 	Not available 	1	1
chrXI	YKL168C	Not available 	Not available 	133467	131293	48	Not available 	0	0
chrXI	YKL167C	170	16	134139	133726	123	Not available 	0	1
chrXI	YKL166C	Not available 	Not available 	135710	134514	189	170	0	0
chrXI	YKL165C-A	Not available 	Not available 	136028	135795	Not available 	Not available 	0	0
chrXI	YKL165C	828	42	140696	137937	56	Not available 	0	0
chrXI	YKL164C	1134	77	142824	141799	233	828	0	0
chrXI	YKL163W	1098	251	144406	145383	371	Not available 	1	0
chrXI	YKL162C-A	Not available 	Not available 	146079	145927	Not available 	Not available 	1	0
chrXI	YKL162C	Not available 	Not available 	148843	147635	Not available 	Not available 	0	0
chrXI	YKL161C	2269	243	150692	149391	21	Not available 	0	0
chrXI	YKL160W	2542	19	153274	153711	70	0	1	0
chrXI	YKL159C	291	51	154456	153821	96	0	1	0
chrXI	YKL157W	416	28	154996	158186	198	225	0	0
chrXI	YKL156W	225	10	158619	159217	209	Not available 	1	0
chrXI	YKL156C-A	Not available 	Not available 	159096	158980	Not available 	Not available 	1	1
chrXI	YKL155C	Not available 	Not available 	161347	159461	130	104	1	1
chrXI	YKL154W	53	76	161606	162340	55	1120	0	0
chrXI	YKL153W	1120	90	163605	164114	281	0	1	0
chrXI	YKL152C	421	11	164390	163647	117	0	1	1
chrXI	YKL151C	266	239	165935	164922	100	421	0	0
chrXI	YKL150W	369	145	166549	167457	109	39	1	0
chrXI	YKL149C	181	12	168834	167617	119	0	1	0
chrXI	YKL148C	Not available 	173	171134	169212	185	181	0	0
chrXI	YKL146W	Not available 	21	171788	173866	83	207	0	0
chrXI	YKL147C	Not available 	Not available 	172173	171556	Not available 	Not available 	0	0
chrXI	YKL145W	207	62	174218	175621	152	Not available 	0	0
chrXI	YKL145W-A	Not available 	Not available 	174963	175055	521	210	1	1
chrXI	YKL144C	150	62	176486	175848	665	0	1	0
chrXI	YKL143W	0	55	176786	178177	88	204	0	0
chrXI	YKL142W	204	51	178520	179179	138	332	0	1
chrXI	YKL141W	332	23	179672	180268	99	174	0	1
chrXI	YKL140W	174	243	180784	182430	82	255	0	1
chrXI	YKL139W	255	196	182963	184549	52	186	1	0
chrXI	YKL138C-A	202	21	185017	184808	60	3	1	0
chrXI	YKL138C	26	99	185686	185291	51	202	0	1
chrXI	YKL137W	172	53	185962	186297	151	Not available 	0	1
chrXI	YKL136W	Not available 	Not available 	186421	186819	Not available 	Not available 	1	0
chrXI	YKL135C	169	103	188645	186465	50	Not available 	1	1
chrXI	YKL134C	141	48	191441	189129	212	169	0	1
chrXI	YKL133C	292	66	193069	191678	48	141	0	1
chrXI	YKL131W	Not available 	Not available 	194477	194998	Not available 	Not available 	1	0
chrXI	YKL132C	Not available 	Not available 	194865	193573	146	292	0	1
chrXI	YKL130C	114	51	196027	195287	111	Not available 	1	1
chrXI	YKL129C	197	31	200163	196348	156	114	0	1
chrXI	YKL128C	1608	18	201415	200528	137	197	0	1
chrXI	YKL127W	1613	20	203185	204897	144	120	0	0
chrXI	YKL126W	120	190	205351	207393	60	322	0	0
chrXI	YKL125W	322	116	207891	209774	135	Not available 	0	0
chrXI	YKL124W	Not available 	Not available 	210237	211976	Not available 	Not available 	0	0
chrXI	YKL123W	Not available 	Not available 	211687	212067	67	0	1	1
chrXI	YKL122C	1004	31	212642	212139	58	Not available 	1	-1
chrXI	YKL121W	931	155	213786	216344	109	457	0	1
chrXI	YKL120W	457	78	216988	217962	196	Not available 	1	1
chrXI	YKL118W	Not available 	Not available 	218770	219081	Not available 	Not available 	0	1
chrXI	YKL119C	Not available 	Not available 	218861	218214	105	69	1	1
chrXI	YKL117W	Not available 	25	219968	220618	151	100	1	0
chrXI	YKL116C	Not available 	119	222544	220988	307	38	1	0
chrXI	YKL115C	Not available 	Not available 	222929	222537	Not available 	Not available 	0	1
chrXI	YKL114C	122	45	224099	222996	59	Not available 	0	0
chrXI	YKL113C	0	149	225519	224371	105	122	0	1
chrXI	YKL112W	489	101	226214	228409	1274	Not available 	1	0
chrXI	YKL111C	Not available 	Not available 	228443	228108	Not available 	Not available 	1	0
chrXI	YKL110C	1818	176	229524	228583	119	Not available 	0	0
chrXI	YKL109W	1977	251	231871	233535	353	Not available 	0	1
chrXI	YKL108W	Not available 	Not available 	234070	235431	130	Not available 	0	0
chrXI	YKL107W	Not available 	Not available 	235785	236714	Not available 	Not available 	1	0
chrXI	YKL106C-A	Not available 	Not available 	236910	236791	Not available 	Not available 	1	0
chrXI	YKL106W	Not available 	122	237180	238535	126	0	1	0
chrXI	YKL105C	228	200	242227	238829	264	0	1	0
chrXI	YKL104C	425	186	245017	242864	209	228	0	0
chrXI	YKL103C	Not available 	64	247326	245782	154	425	0	0
chrXI	YKL102C	Not available 	Not available 	248011	247706	Not available 	Not available 	0	0
chrXI	YKL101W	Not available 	298	248564	253120	57	139	1	0
chrXI	YKL100W-A	Not available 	Not available 	253803	253892	121	1290	1	0
chrXI	YKL100C	143	25	255104	253341	86	Not available 	1	0
chrXI	YKL099C	151	61	256116	255364	92	143	0	0
chrXI	YKL098W	171	35	256414	257487	86	Not available 	1	0
chrXI	YKL097C	Not available 	Not available 	258557	258147	Not available 	Not available 	1	0
chrXI	YKL096C-B	Not available 	Not available 	258866	258717	10	Not available 	0	0
chrXI	YKL096W-A	0	49	258897	259175	172	1381	0	1
chrXI	YKL096W	1381	48	260776	261495	98	Not available 	0	0
chrXI	YKL095W	Not available 	Not available 	261921	262757	Not available 	Not available 	0	0
chrXI	YKL094W	Not available 	24	262993	263934	91	Not available 	0	1
chrXI	YKL093W	Not available 	Not available 	264433	265452	Not available 	Not available 	1	0
chrXI	YKL092C	57	132	269103	265789	128	Not available 	1	0
chrXI	YKL091C	1029	34	270294	269362	70	57	0	0
chrXI	YKL090W	Not available 	Not available 	271522	272853	165	0	0	1
chrXI	YKL089W	0	488	273038	274687	76	Not available 	0	1
chrXI	YKL088W	Not available 	Not available 	274927	276642	Not available 	Not available 	1	0
chrXI	YKL087C	Not available 	89	277507	276833	185	Not available 	1	1
chrXI	YKL086W	Not available 	Not available 	277925	278308	Not available 	Not available 	0	1
chrXI	YKL085W	Not available 	116	278767	279771	390	Not available 	0	0
chrXI	YKL084W	Not available 	Not available 	280153	280503	165	Not available 	0	1
chrXI	YKL083W	Not available 	Not available 	280565	281179	Not available 	Not available 	1	0
chrXI	YKL082C	281	74	281973	280669	91	Not available 	1	1
chrXI	YKL081W	443	28	282535	284099	207	276	0	1
chrXI	YKL080W	276	92	284674	285852	30	195	0	0
chrXI	YKL079W	195	170	286247	288217	70	183	0	0
chrXI	YKL078W	183	19	288489	290696	95	253	0	0
chrXI	YKL077W	253	53	291097	292275	258	Not available 	1	0
chrXI	YKL076C	Not available 	Not available 	292865	292482	147	7	1	0
chrXI	YKL075C	Not available 	Not available 	293952	292600	Not available 	Not available 	0	1
chrXI	YKL074C	62	80	295837	294254	61	Not available 	0	0
chrXI	YKL073W	84	92	296074	298719	95	206	0	1
chrXI	YKL072W	206	206	299226	301526	156	Not available 	0	0
chrXI	YKL071W	Not available 	Not available 	304758	305528	Not available 	Not available 	0	1
chrXI	YKL070W	Not available 	167	305855	306364	295	240	0	0
chrXI	YKL069W	240	30	306929	307471	35	1301	0	1
chrXI	YKL068W-A	1301	43	308850	309086	335	301	0	0
chrXI	YKL068W	301	121	309843	312722	116	1561	0	0
chrXI	YKL067W	1561	57	314456	314917	195	Not available 	0	0
chrXI	YKL066W	Not available 	Not available 	314925	315368	106	Not available 	0	0
chrXI	YKL065W-A	Not available 	Not available 	315598	315819	Not available 	Not available 	1	0
chrXI	YKL065C	519	31	316701	316081	29	Not available 	1	1
chrXI	YKL064W	430	248	317408	320317	157	25	1	1
chrXI	YKL063C	1148	160	321162	320659	150	0	1	0
chrXI	YKL062W	1423	137	322872	324764	402	226	0	0
chrXI	YKL061W	226	23	325415	325756	267	18	1	1
chrXI	YKL060C	555	11	327131	326052	28	245	1	1
chrXI	YKL059C	314	52	329087	327762	65	555	0	1
chrXI	YKL058W	637	21	329810	330178	357	0	1	0
chrXI	YKL057C	257	34	333613	330500	38	263	1	1
chrXI	YKL056C	Not available 	109	334559	334056	152	257	0	1
